num,cputime_dif,depth,high,image,tension,time,velocity,volume,weld_velocity,width,wire_l
817,0.11435651300416795,-1.4134460547504024,1.5901268115942029,14922.0,24.5,12.127,6.5,3.4058942794799805,13.4,5.808048822615004,12.0
818,0.11071440800151322,-1.4134460547504024,1.5901268115942029,14923.0,24.5,12.128,6.5,2.8412580490112305,13.4,5.808048822615004,14.52
819,0.10948727000504732,-1.413410492098808,1.5900868036111593,14956.0,24.5,12.161,6.5,0.5137676000595093,13.4,5.798431533963778,14.28
820,0.11029145499924198,-1.4133596909889463,1.5900296523625645,14980.0,24.5,12.185,6.5,0.6375446915626526,13.4,5.749045173846394,15.0
821,0.11067182500119087,-1.4133342917729936,1.5900010782446177,14986.0,24.5,12.190999999999999,6.5,0.0440824069082737,13.4,5.749302028188927,15.0
822,0.10979211299854796,-1.4133241323787342,1.589989648926076,14991.0,24.5,12.196,6.5,0.03673884272575378,13.4,5.749404777270534,15.0
823,0.10933331999694927,-1.3936747355343915,1.5899667908366946,15009.0,24.5,12.214,6.5,0.1322542279958725,13.4,5.749610287676215,15.0
824,0.109744840003259,-1.3543918162247872,1.5310516183410638,15021.0,24.5,12.225999999999999,6.5,0.0881718173623085,13.4,5.749867194048736,15.0
825,0.10986504400352716,-1.354386948531614,1.5310461157313895,15022.0,24.5,12.227,6.5,0.8212389349937439,13.4,5.749918577772129,14.28
826,0.11019091899652267,-1.3543723457320018,1.5310296082187849,15034.0,24.5,12.239,6.5,0.3594675660133362,13.4,5.750072736289655,14.04
827,0.11085603999526937,-1.3543674781787818,1.5310241057673186,15035.0,24.5,12.24,6.5,0.007343564182519913,13.4,5.750124123686772,14.04
828,0.11036602100648453,-1.3543480084323918,1.531002096488791,15051.0,24.5,12.255999999999998,6.5,2.4235761165618896,13.4,5.750329685522299,12.0
829,0.11052252999797928,-1.354338273699141,1.5309910920077243,15052.0,24.5,12.257,6.5,0.0073505714535713204,13.4,5.7504324701143785,12.0
830,0.12029846800578525,-1.354338273699141,1.5309910920077243,15054.0,24.5,12.259,6.5,2.562617778778076,13.4,5.7504324701143785,14.28
831,0.10999704600544646,-1.2483198343837876,1.5309580798300455,15078.0,24.5,12.283,6.5,0.7189351320266724,13.4,5.750740853288689,13.8
832,0.10987356399709823,-1.236525289116013,1.5309360722388732,15079.0,24.5,12.284,6.5,0.26394519209861755,13.4,5.750946454321909,14.04
833,0.10970170499786036,-1.1776135084493988,1.5210842914089877,15116.0,24.5,12.321,6.5,0.813325047492981,13.4,5.751306303301466,15.0
834,0.1096619899981306,-1.1775838855428902,1.4719798569286129,15122.0,24.5,12.327,6.5,0.0440824069082737,13.4,5.751666186593032,15.0
835,0.11037945299904096,-1.1775754221797388,1.4719692777246731,15127.0,24.5,12.332,6.5,0.03673884272575378,13.4,5.751769020195238,15.0
836,0.1105077510001138,-1.1775669589382398,1.4719586986727995,15133.0,24.5,12.338,6.5,0.044089414179325104,13.4,5.751871857474617,15.0
837,0.11111852499743692,-1.1775669589382398,1.4719586986727995,15134.0,24.5,12.339,6.5,0.007343564182519913,13.4,5.751871857474617,15.0
838,0.11410324300231878,-1.1775584958183904,1.471948119772988,15136.0,24.5,12.341,6.5,0.01469413563609123,13.4,5.751974698431367,15.0
839,0.11055131600005552,-1.1775584958183904,1.471948119772988,15137.0,24.5,12.342,6.5,0.0073505714535713204,13.4,5.751974698431367,15.0
840,0.10962043699692003,-1.1775500328201884,1.4719375410252356,15145.0,24.5,12.35,6.5,3.4499835968017583,13.4,5.752077543065685,12.0
841,0.10969405800278764,-1.1775415699436311,1.471926962429539,15148.0,24.5,12.353,6.5,3.3691623210906982,13.4,5.7521803913777685,15.0
842,0.11013612100214233,-1.1775415699436311,1.471926962429539,15149.0,24.5,12.354,6.5,1.0925346612930298,13.4,5.7521803913777685,14.04
843,0.10986318300274434,-1.1578993748952555,1.4719058057449814,15170.0,24.5,12.375,6.5,0.930885136127472,13.4,5.752386100262143,15.0
844,0.1235776630055625,-1.059756947688416,1.4718846495672442,15171.0,24.5,12.376,6.5,0.0073505714535713204,13.4,5.7525918214077105,15.0
845,0.10924909499590284,-1.0597493316468796,1.471874071731777,15178.0,24.5,12.383,6.5,0.051432978361845016,13.4,5.752694688111582,15.0
846,0.10984342799929436,-1.05973029209036,1.471847627903278,15205.0,24.5,12.41,6.5,0.19838133454322812,13.4,5.7529518732667535,15.0
847,0.11049823900248157,-1.059711253081141,1.471821184834918,15206.0,24.5,12.411,6.5,0.0073505714535713204,13.4,5.693279815602272,15.0
848,0.10998359700170113,-1.059711253081141,1.471821184834918,15208.0,24.5,12.413,6.5,0.01469413563609123,13.4,5.693279815602272,15.0
849,0.11069258299539796,-1.059711253081141,1.471821184834918,15209.0,24.5,12.414000000000001,6.5,0.007343564182519913,13.4,5.693279815602272,15.0
850,0.11012335700070253,-1.1185720428397423,1.4129331067449376,15221.0,24.5,12.425999999999998,6.5,0.0881718173623085,13.4,5.693432542956774,15.0
851,0.11045835700497264,-1.1185599854360095,1.4129178763402224,15224.0,24.5,12.429,6.5,3.4132447242736816,13.4,5.69358527759507,12.0
852,0.110579260996019,-1.1185599854360095,1.4129178763402224,15225.0,24.5,12.43,6.5,2.0273697376251216,13.4,5.69358527759507,13.8
853,0.1092277319985442,-1.1185519473208918,1.412907722931653,15231.0,24.5,12.436,6.5,0.2272133529186249,13.4,5.693687105543456,14.04
854,0.11491753500013148,-1.1185519473208918,1.412907722931653,15232.0,24.5,12.437000000000001,6.5,0.278646320104599,13.4,5.693687105543456,13.8
855,0.10966384800121888,-1.1185519473208918,1.412907722931653,15233.0,24.5,12.437999999999999,6.5,2.0420639514923096,13.4,5.693687105543456,12.0
856,0.11398325199843384,-1.118543909321299,1.4128975696690094,15238.0,24.5,12.443,6.5,2.8118698596954346,13.4,5.693788937134228,14.52
857,0.10990852500253824,-1.1185358714372289,1.412887416552289,15246.0,24.5,12.450999999999999,6.5,0.872671902179718,13.4,5.6938907723675785,13.8
